uid	:ID	identifier:string	name:string	:LABEL
26493	GO:1990267	GO:1990267	response to transition metal nanoparticle	Biological Process
26494	100505555	100505555	LOC100505555	Gene
26495	8692	8692	HYAL2	Gene
26496	64285	64285	RHBDF1	Gene
26497	645811	645811	CCDC154	Gene
26498	C0221165	C0221165	Diplegia	Side Effect
26499	ORPHA:309155	ORPHA:309155	Sandhoff disease, infantile form	Disease
26500	9612	9612	NCOR2	Gene
26501	148423	148423	C1orf52	Gene
26502	GO:0060638	GO:0060638	mesenchymal-epithelial cell signaling	Biological Process
26503	103344718	103344718	HOTS	Gene
26504	GO:0000253	GO:0000253	3-keto sterol reductase activity	Molecular Function
26505	DB08990	DB08990	Eprazinone	Compound
26506	22876	22876	INPP5F	Gene
26507	GO:0000395	GO:0000395	mRNA 5'-splice site recognition	Biological Process
26508	105378162	105378162	LOC105378162	Gene
26509	GO:0008483	GO:0008483	transaminase activity	Molecular Function
26510	GO:0070937	GO:0070937	CRD-mediated mRNA stability complex	Cellular Component
26511	390616	390616	ANKRD34C	Gene
26512	4883	4883	NPR3	Gene
26513	143686	143686	SESN3	Gene
26514	282809	282809	POC1B	Gene
26515	PC7_4574	PC7_4574	IGF1 pathway	Pathway
26516	55757	55757	UGGT2	Gene
26517	GO:0046985	GO:0046985	positive regulation of hemoglobin biosynthetic process	Biological Process
26518	C0152173	C0152173	Ventricular flutter	Side Effect
26519	90196	90196	SYS1	Gene
26520	GO:0032641	GO:0032641	lymphotoxin A production	Biological Process
26521	57130	57130	ATP13A1	Gene
26522	HP:0002637	HP:0002637	Cerebral ischemia	Symptom
26523	100131860	100131860	LOC100131860	Gene
26524	GO:0035524	GO:0035524	proline transmembrane transport	Biological Process
26525	GO:0046634	GO:0046634	regulation of alpha-beta T cell activation	Biological Process
26526	3640	3640	INSL3	Gene
26527	440295	440295	GOLGA6L9	Gene
26528	54919	54919	DNAAF5	Gene
26529	C0030354	C0030354	Papilloma	Side Effect
26530	GO:0061630	GO:0061630	ubiquitin protein ligase activity	Molecular Function
26531	90075	90075	ZNF30	Gene
26532	388021	388021	TMEM179	Gene
26533	UBERON:0001785	UBERON:0001785	cranial nerve	Anatomy
26534	645359	645359	PRAMEF26	Gene
26535	100132386	100132386	KRTAP4-9	Gene
26536	1429	1429	CRYZ	Gene
26537	GO:0033306	GO:0033306	phytol metabolic process	Biological Process
26538	119559	119559	SFXN4	Gene
26539	GO:0000243	GO:0000243	commitment complex	Cellular Component
26540	GO:0071556	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	Cellular Component
26541	79869	79869	CPSF7	Gene
26542	100130372	100130372	LOC100130372	Gene
26543	C0002928	C0002928	Spinal anaesthesia	Side Effect
26544	GO:1904742	GO:1904742	regulation of telomeric DNA binding	Biological Process
26545	GO:0030139	GO:0030139	endocytic vesicle	Cellular Component
26546	GO:0040019	GO:0040019	positive regulation of embryonic development	Biological Process
26547	389908	389908	LOC389908	Gene
26548	4431	4431	MSBP1	Gene
26549	GO:0045098	GO:0045098	type III intermediate filament	Cellular Component
26550	ORPHA:477831	ORPHA:477831	Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome	Disease
26551	788	788	SLC25A20	Gene
26552	ORPHA:981	ORPHA:981	Internal carotid agenesis	Disease
26553	GO:0031704	GO:0031704	apelin receptor binding	Molecular Function
26554	79943	79943	ZNF696	Gene
26555	PC7_6950	PC7_6950	Retrograde neurotrophin signalling	Pathway
26556	C0242184	C0242184	Hypoxia	Side Effect
26557	GO:0097454	GO:0097454	Schwann cell microvillus	Cellular Component
26558	GO:0015193	GO:0015193	L-proline transmembrane transporter activity	Molecular Function
26559	GO:0016272	GO:0016272	prefoldin complex	Cellular Component
26560	GO:0046339	GO:0046339	diacylglycerol metabolic process	Biological Process
26561	ORPHA:35687	ORPHA:35687	Erdheim-Chester disease	Disease
26562	54467	54467	ANKIB1	Gene
26563	GO:0061097	GO:0061097	regulation of protein tyrosine kinase activity	Biological Process
26564	HP:0002938	HP:0002938	Lumbar hyperlordosis	Symptom
26565	977	977	CD151	Gene
26566	8452	8452	CUL3	Gene
26567	GO:0034244	GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter	Biological Process
26568	D002637	D002637	Chest Pain	Symptom
26569	51603	51603	METTL13	Gene
26570	HP:0001012	HP:0001012	Multiple lipomas	Symptom
26571	79161	79161	TMEM243	Gene
26572	HP:0001015	HP:0001015	Prominent superficial veins	Symptom
26573	GO:0000700	GO:0000700	mismatch base pair DNA N-glycosylase activity	Molecular Function
26574	PC7_7788	PC7_7788	TCR signaling in naïve CD8+ T cells	Pathway
26575	10081	10081	PDCD7	Gene
26576	DB06201	DB06201	Rufinamide	Compound
26577	23601	23601	CLEC5A	Gene
26578	170463	170463	SSBP4	Gene
26579	GO:1902837	GO:1902837	amino acid import into cell	Biological Process
26580	2828	2828	GPR4	Gene
26581	83446	83446	CCDC70	Gene
26582	84154	84154	RPF2	Gene
26583	2992	2992	GYG1	Gene
26584	675	675	BRCA2	Gene
26585	HP:0003528	HP:0003528	Elevated calcitonin	Symptom
26586	GO:1901207	GO:1901207	regulation of heart looping	Biological Process
26587	GO:0005542	GO:0005542	folic acid binding	Molecular Function
26588	GO:0035196	GO:0035196	production of miRNAs involved in gene silencing by miRNA	Biological Process
26589	269	269	AMHR2	Gene
26590	D006732	D006732	Horner Syndrome	Symptom
26591	C1306600	C1306600	Radial nerve palsy	Side Effect
26592	10149	10149	ADGRG2	Gene
26593	PC7_4494	PC7_4494	HuR stabilizes mRNA	Pathway
26594	9949	9949	AMMECR1	Gene
26595	HP:0001407	HP:0001407	Hepatic cysts	Symptom
26596	GO:0006695	GO:0006695	cholesterol biosynthetic process	Biological Process
26597	GO:0006874	GO:0006874	cellular calcium ion homeostasis	Biological Process
26598	7879	7879	RAB7A	Gene
26599	23149	23149	FCHO1	Gene
26600	GO:0000099	GO:0000099	sulfur amino acid transmembrane transporter activity	Molecular Function
26601	C0235706	C0235706	Back distress	Side Effect
26602	GO:0009080	GO:0009080	pyruvate family amino acid catabolic process	Biological Process
26603	85461	85461	TANC1	Gene
26604	C0564768	C0564768	Genital infection male	Side Effect
26605	105379561	105379561	LOC105379561	Gene
26606	5212	5212	VIT	Gene
26607	C0423636	C0423636	Cardiac pain	Side Effect
26608	DB00862	DB00862	Vardenafil	Compound
26609	GO:0003951	GO:0003951	NAD+ kinase activity	Molecular Function
26610	HP:0002209	HP:0002209	Sparse scalp hair	Symptom
26611	GO:0008601	GO:0008601	protein phosphatase type 2A regulator activity	Molecular Function
26612	C0162565	C0162565	Porphyria acute	Side Effect
26613	53371	53371	NUP54	Gene
26614	GO:0009064	GO:0009064	glutamine family amino acid metabolic process	Biological Process
26615	8412	8412	BCAR3	Gene
26616	80724	80724	ACAD10	Gene
26617	PC7_8267	PC7_8267	Thromboxane signalling through TP receptor	Pathway
26618	C0919582	C0919582	Sudden onset of sleep	Side Effect
26619	3913	3913	LAMB2	Gene
26620	27178	27178	IL37	Gene
26621	GO:0043422	GO:0043422	protein kinase B binding	Molecular Function
26622	55248	55248	TMEM206	Gene
26623	3481	3481	IGF2	Gene
26624	GO:0045618	GO:0045618	positive regulation of keratinocyte differentiation	Biological Process
26625	C0235169	C0235169	Excitability	Side Effect
26626	GO:1902560	GO:1902560	GMP reductase complex	Cellular Component
26627	645432	645432	ARRDC5	Gene
26628	9241	9241	NOG	Gene
26629	ORPHA:90647	ORPHA:90647	Jervell and Lange-Nielsen syndrome	Disease
26630	GO:0032104	GO:0032104	regulation of response to extracellular stimulus	Biological Process
26631	GO:0004144	GO:0004144	diacylglycerol O-acyltransferase activity	Molecular Function
26632	D020795	D020795	Photophobia	Symptom
26633	C0595882	C0595882	Serum calcium decreased	Side Effect
26634	5790	5790	PTPRCAP	Gene
26635	7171	7171	TPM4	Gene
26636	22953	22953	P2RX2	Gene
26637	GO:0051959	GO:0051959	dynein light intermediate chain binding	Molecular Function
26638	100128498	100128498	LOC100128498	Gene
26639	390181	390181	OR5AK2	Gene
26640	5016	5016	OVGP1	Gene
26641	GO:1902337	GO:1902337	regulation of apoptotic process involved in morphogenesis	Biological Process
26642	59277	59277	NTN4	Gene
26643	10715	10715	CERS1	Gene
26644	90273	90273	CEACAM21	Gene
26645	ORPHA:774	ORPHA:774	Hereditary hemorrhagic telangiectasia	Disease
26646	GO:0006869	GO:0006869	lipid transport	Biological Process
26647	780789	780789	C1orf196	Gene
26648	DB08993	DB08993	Enviomycin	Compound
26649	342897	342897	NCCRP1	Gene
26650	341880	341880	SLC35F4	Gene
26651	196074	196074	METTL15	Gene
26652	GO:0071830	GO:0071830	triglyceride-rich lipoprotein particle clearance	Biological Process
26653	ORPHA:85293	ORPHA:85293	X-linked intellectual disability, Cabezas type	Disease
26654	GO:0006189	GO:0006189	'de novo' IMP biosynthetic process	Biological Process
26655	ORPHA:208513	ORPHA:208513	Spinocerebellar ataxia type 29	Disease
26656	388946	388946	TMEM247	Gene
26657	3717	3717	JAK2	Gene
26658	GO:1900377	GO:1900377	negative regulation of secondary metabolite biosynthetic process	Biological Process
26659	GO:2000181	GO:2000181	negative regulation of blood vessel morphogenesis	Biological Process
26660	54540	54540	FAM193B	Gene
26661	340205	340205	TREML1	Gene
26662	8085	8085	KMT2D	Gene
26663	8789	8789	FBP2	Gene
26664	GO:0031983	GO:0031983	vesicle lumen	Cellular Component
26665	GO:0033153	GO:0033153	T cell receptor V(D)J recombination	Biological Process
26666	646865	646865	LOC646865	Gene
26667	GO:0004461	GO:0004461	lactose synthase activity	Molecular Function
26668	C0042994	C0042994	Vulval disorder	Side Effect
26669	100288485	100288485	MTRNR2L7	Gene
26670	84221	84221	SPATC1L	Gene
26671	C0233767	C0233767	Hallucination, tactile	Side Effect
26672	GO:0051835	GO:0051835	positive regulation of synapse structural plasticity	Biological Process
26673	GO:1900076	GO:1900076	regulation of cellular response to insulin stimulus	Biological Process
26674	84301	84301	DDI2	Gene
26675	C0278079	C0278079	Dependence psychological	Side Effect
26676	GO:0010668	GO:0010668	ectodermal cell differentiation	Biological Process
26677	DB01600	DB01600	Tiaprofenic acid	Compound
26678	WP712_r78491	WP712_r78491	Estrogen signaling pathway	Pathway
26679	WP80_r68938	WP80_r68938	Nucleotide GPCRs	Pathway
26680	51094	51094	ADIPOR1	Gene
26681	GO:1901671	GO:1901671	positive regulation of superoxide dismutase activity	Biological Process
26682	C0860207	C0860207	Drug-induced liver injury	Side Effect
26683	GO:1903772	GO:1903772	regulation of viral budding via host ESCRT complex	Biological Process
26684	117246	117246	FTSJ3	Gene
26685	ORPHA:314637	ORPHA:314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	Disease
26686	283871	283871	PGP	Gene
26687	DB05246	DB05246	Methsuximide	Compound
26688	C0041976	C0041976	Urethritis	Side Effect
26689	GO:0019902	GO:0019902	phosphatase binding	Molecular Function
26690	83463	83463	MXD3	Gene
26691	3265	3265	HRAS	Gene
26692	10804	10804	GJB6	Gene
26693	ORPHA:85169	ORPHA:85169	Familial digital arthropathy-brachydactyly	Disease
26694	GO:0006997	GO:0006997	nucleus organization	Biological Process
26695	GO:0051462	GO:0051462	regulation of cortisol secretion	Biological Process
26696	HP:0003498	HP:0003498	Disproportionate short stature	Symptom
26697	51224	51224	TCEB3B	Gene
26698	D006316	D006316	Hearing Loss, High-Frequency	Symptom
26699	C0038166	C0038166	Staphylococcal skin infection	Side Effect
26700	HP:0008497	HP:0008497	Congenital craniofacial dysostosis	Symptom
26701	144165	144165	PRICKLE1	Gene
26702	HP:0000951	HP:0000951	Abnormality of the skin	Symptom
26703	84105	84105	PCBD2	Gene
26704	PC7_3852	PC7_3852	FOXA1 transcription factor network	Pathway
26705	C0025958	C0025958	Microcephaly	Side Effect
26706	23742	23742	NPAP1	Gene
26707	C0032045	C0032045	Placental disorder	Side Effect
26708	GO:0042196	GO:0042196	chlorinated hydrocarbon metabolic process	Biological Process
26709	C0023801	C0023801	Lipomatosis	Side Effect
26710	GO:0060151	GO:0060151	peroxisome localization	Biological Process
26711	93273	93273	LEMD1	Gene
26712	128826	128826	MIR1-1HG	Gene
26713	PC7_4759	PC7_4759	Integrin family cell surface interactions	Pathway
26714	C0541879	C0541879	Detachment psychological	Side Effect
26715	GO:0005254	GO:0005254	chloride channel activity	Molecular Function
26716	DB00713	DB00713	Oxacillin	Compound
26717	DB00363	DB00363	Clozapine	Compound
26718	105369239	105369239	LOC105369239	Gene
26719	132954	132954	PDCL2	Gene
26720	10352	10352	WARS2	Gene
26721	ORPHA:276238	ORPHA:276238	Machado-Joseph disease type 1	Disease
26722	ORPHA:319276	ORPHA:319276	Clear cell renal carcinoma	Disease
26723	115948	115948	CCDC151	Gene
26724	410	410	ARSA	Gene
26725	ORPHA:95719	ORPHA:95719	Thyroid hemiagenesis	Disease
26726	C0558489	C0558489	Renal pain	Side Effect
26727	C0854135	C0854135	Infection pseudomonas aeruginosa	Side Effect
26728	C0700184	C0700184	Throat irritation	Side Effect
26729	HP:0002151	HP:0002151	Increased serum lactate	Symptom
26730	GO:0072173	GO:0072173	metanephric tubule morphogenesis	Biological Process
26731	2039	2039	DMTN	Gene
26732	GO:0097102	GO:0097102	endothelial tip cell fate specification	Biological Process
26733	GO:0035064	GO:0035064	methylated histone binding	Molecular Function
26734	C0521492	C0521492	Application site ulcer	Side Effect
26735	C0270795	C0270795	Monoparesis	Side Effect
26736	102723737	102723737	CT45A8	Gene
26737	GO:0006477	GO:0006477	protein sulfation	Biological Process
26738	10485	10485	C1orf61	Gene
26739	C1536696	C1536696	Overactivity	Side Effect
26740	5289	5289	PIK3C3	Gene
26741	N0000187058	N0000187058	Sodium-Glucose Transporter 2 Inhibitors	Pharmacologic Class
26742	GO:2000021	GO:2000021	regulation of ion homeostasis	Biological Process
26743	PC7_6903	PC7_6903	Regulation of gene expression by Hypoxia-inducible Factor	Pathway
26744	GO:0099738	GO:0099738	cell cortex region	Cellular Component
26745	GO:0070051	GO:0070051	fibrinogen binding	Molecular Function
26746	GO:1902019	GO:1902019	regulation of cilium-dependent cell motility	Biological Process
26747	ORPHA:280633	ORPHA:280633	Multiple congenital anomalies-hypotonia-seizures syndrome	Disease
26748	2169	2169	FABP2	Gene
26749	GO:1901873	GO:1901873	regulation of post-translational protein modification	Biological Process
26750	65083	65083	NOL6	Gene
26751	342945	342945	ZSCAN22	Gene
26752	GO:0035254	GO:0035254	glutamate receptor binding	Molecular Function
26753	ORPHA:79430	ORPHA:79430	Hermansky-Pudlak syndrome	Disease
26754	4054	4054	LTBP3	Gene
26755	27319	27319	BHLHE22	Gene
26756	54877	54877	ZCCHC2	Gene
26757	GO:2000561	GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	Biological Process
26758	HP:0002373	HP:0002373	Febrile seizures	Symptom
26759	GO:0032695	GO:0032695	negative regulation of interleukin-12 production	Biological Process
26760	727	727	C5	Gene
26761	GO:0010506	GO:0010506	regulation of autophagy	Biological Process
26762	GO:0000381	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	Biological Process
26763	C0919569	C0919569	Airway complication of anaesthesia	Side Effect
26764	GO:0000187	GO:0000187	activation of MAPK activity	Biological Process
26765	ORPHA:280553	ORPHA:280553	Fatal infantile hypertonic myofibrillar myopathy	Disease
26766	C1262141	C1262141	Poor quality sleep	Side Effect
26767	C0236124	C0236124	Gastrointestinal obstruction	Side Effect
26768	GO:1903336	GO:1903336	negative regulation of vacuolar transport	Biological Process
26769	GO:0030010	GO:0030010	establishment of cell polarity	Biological Process
26770	GO:0005838	GO:0005838	proteasome regulatory particle	Cellular Component
26771	57533	57533	TBC1D14	Gene
26772	ORPHA:157973	ORPHA:157973	Congenital muscular dystrophy due to LMNA mutation	Disease
26773	84894	84894	LINGO1	Gene
26774	GO:0042511	GO:0042511	positive regulation of tyrosine phosphorylation of Stat1 protein	Biological Process
26775	128178	128178	EDARADD	Gene
26776	4837	4837	NNMT	Gene
26777	D019591	D019591	Pseudophakia	Symptom
26778	ORPHA:3219	ORPHA:3219	Fountain syndrome	Disease
26779	HP:0002625	HP:0002625	Deep venous thrombosis	Symptom
26780	HP:0006507	HP:0006507	Aplasia/hypoplasia of the humerus	Symptom
26781	GO:0009397	GO:0009397	folic acid-containing compound catabolic process	Biological Process
26782	DOID:5099	DOID:5099	middle ear cancer	Disease
26783	ORPHA:228429	ORPHA:228429	Generalized congenital lipodystrophy with myopathy	Disease
26784	105375810	105375810	LOC105375810	Gene
26785	HP:0005547	HP:0005547	Myeloproliferative disorder	Symptom
26786	56892	56892	C8orf4	Gene
26787	9697	9697	TRAM2	Gene
26788	80157	80157	CWH43	Gene
26789	PC7_4750	PC7_4750	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	Pathway
26790	114788	114788	CSMD3	Gene
26791	7549	7549	ZNF2	Gene
26792	3346	3346	HTN1	Gene
26793	11077	11077	HSF2BP	Gene
26794	GO:0032471	GO:0032471	negative regulation of endoplasmic reticulum calcium ion concentration	Biological Process
26795	54681	54681	P4HTM	Gene
26796	ORPHA:228329	ORPHA:228329	CLN1 disease	Disease
26797	343930	343930	MSGN1	Gene
26798	GO:0046629	GO:0046629	gamma-delta T cell activation	Biological Process
26799	5132	5132	PDC	Gene
26800	GO:0052501	GO:0052501	positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction	Biological Process
26801	28232	28232	SLCO3A1	Gene
26802	51497	51497	NELFCD	Gene
26803	79575	79575	ABHD8	Gene
26804	HP:0002730	HP:0002730	Chronic noninfectious lymphadenopathy	Symptom
26805	GO:1904684	GO:1904684	negative regulation of metalloendopeptidase activity	Biological Process
26806	C0496901	C0496901	Pituitary tumour benign	Side Effect
26807	ORPHA:137599	ORPHA:137599	Stromal keratitis	Disease
26808	GO:0051088	GO:0051088	PMA-inducible membrane protein ectodomain proteolysis	Biological Process
26809	GO:0006900	GO:0006900	membrane budding	Biological Process
26810	GO:0010225	GO:0010225	response to UV-C	Biological Process
26811	C0025312	C0025312	Meningomyelocele	Side Effect
26812	GO:0006368	GO:0006368	transcription elongation from RNA polymerase II promoter	Biological Process
26813	105377825	105377825	LOC105377825	Gene
26814	GO:0043112	GO:0043112	receptor metabolic process	Biological Process
26815	ORPHA:280282	ORPHA:280282	Pelizaeus-Merzbacher-like disease due to GJC2 mutation	Disease
26816	132724	132724	TMPRSS11B	Gene
26817	GO:0021934	GO:0021934	hindbrain tangential cell migration	Biological Process
26818	203238	203238	CCDC171	Gene
26819	C0151942	C0151942	Arterial thrombosis	Side Effect
26820	83596	83596	BCL2L12	Gene
26821	GO:1904235	GO:1904235	regulation of substrate-dependent cell migration, cell attachment to substrate	Biological Process
26822	2894	2894	GRID1	Gene
26823	10881	10881	ACTL7A	Gene
26824	C0849918	C0849918	Eyelids pruritus	Side Effect
26825	DOID:10153	DOID:10153	ileum cancer	Disease
26826	GO:0044319	GO:0044319	wound healing, spreading of cells	Biological Process
26827	DB01054	DB01054	Nitrendipine	Compound
26828	146849	146849	CCDC42	Gene
26829	GO:0003887	GO:0003887	DNA-directed DNA polymerase activity	Molecular Function
26830	6144	6144	RPL21	Gene
26831	HP:0000527	HP:0000527	Long eyelashes	Symptom
26832	GO:0050886	GO:0050886	endocrine process	Biological Process
26833	ORPHA:90674	ORPHA:90674	Isolated thyroid-stimulating hormone deficiency	Disease
26834	DB01424	DB01424	Aminophenazone	Compound
26835	PC7_3315	PC7_3315	Dopamine Neurotransmitter Release Cycle	Pathway
26836	DB01590	DB01590	Everolimus	Compound
26837	338339	338339	CLEC4D	Gene
26838	127018	127018	LYPLAL1	Gene
26839	3955	3955	LFNG	Gene
26840	GO:0036245	GO:0036245	cellular response to menadione	Biological Process
26841	GO:0015791	GO:0015791	polyol transport	Biological Process
26842	65989	65989	DLK2	Gene
26843	339768	339768	ESPNL	Gene
26844	653519	653519	GPR89A	Gene
26845	100289561	100289561	LOC100289561	Gene
26846	5626	5626	PROP1	Gene
26847	1538	1538	CYLC1	Gene
26848	PC7_1527	PC7_1527	Activation of BMF and translocation to mitochondria	Pathway
26849	159963	159963	SLC5A12	Gene
26850	56244	56244	BTNL2	Gene
26851	9333	9333	TGM5	Gene
26852	90627	90627	STARD13	Gene
26853	GO:0071933	GO:0071933	Arp2/3 complex binding	Molecular Function
26854	GO:0060005	GO:0060005	vestibular reflex	Biological Process
26855	80025	80025	PANK2	Gene
26856	ORPHA:257	ORPHA:257	Epidermolysis bullosa simplex with muscular dystrophy	Disease
26857	GO:0007341	GO:0007341	penetration of zona pellucida	Biological Process
26858	GO:0098911	GO:0098911	regulation of ventricular cardiac muscle cell action potential	Biological Process
26859	105374380	105374380	LOC105374380	Gene
26860	231	231	AKR1B1	Gene
26861	GO:0070836	GO:0070836	caveola assembly	Biological Process
26862	55150	55150	C19orf73	Gene
26863	GO:0030307	GO:0030307	positive regulation of cell growth	Biological Process
26864	ORPHA:329211	ORPHA:329211	Autosomal dominant neovascular inflammatory vitreoretinopathy	Disease
26865	GO:0061205	GO:0061205	paramesonephric duct development	Biological Process
26866	1660	1660	DHX9	Gene
26867	9655	9655	SOCS5	Gene
26868	GO:0034144	GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	Biological Process
26869	ORPHA:83418	ORPHA:83418	Proximal spinal muscular atrophy type 2	Disease
26870	GO:0019814	GO:0019814	immunoglobulin complex	Cellular Component
26871	57798	57798	GATAD1	Gene
26872	HP:0003223	HP:0003223	Decreased methylcobalamin	Symptom
26873	261734	261734	NPHP4	Gene
26874	C0855620	C0855620	Alanine aminotransferase normal	Side Effect
26875	UBERON:0001988	UBERON:0001988	feces	Anatomy
26876	C0001206	C0001206	Acromegaly	Side Effect
26877	GO:0034770	GO:0034770	histone H4-K20 methylation	Biological Process
26878	GO:0003777	GO:0003777	microtubule motor activity	Molecular Function
26879	390595	390595	UBAP1L	Gene
26880	163351	163351	GBP6	Gene
26881	GO:0060117	GO:0060117	auditory receptor cell development	Biological Process
26882	DB00719	DB00719	Azatadine	Compound
26883	GO:0033008	GO:0033008	positive regulation of mast cell activation involved in immune response	Biological Process
26884	GO:0052314	GO:0052314	phytoalexin metabolic process	Biological Process
26885	100526739	100526739	APITD1-CORT	Gene
26886	GO:0048697	GO:0048697	positive regulation of collateral sprouting in absence of injury	Biological Process
26887	284217	284217	LAMA1	Gene
26888	GO:0010592	GO:0010592	positive regulation of lamellipodium assembly	Biological Process
26889	WP2828_r79529	WP2828_r79529	Bladder Cancer	Pathway
26890	HP:0000278	HP:0000278	Retrognathia	Symptom
26891	342574	342574	KRT27	Gene
26892	3619	3619	INCENP	Gene
26893	54954	54954	FAM120C	Gene
26894	GO:2000374	GO:2000374	regulation of oxygen metabolic process	Biological Process
26895	HP:0000201	HP:0000201	Pierre-Robin sequence	Symptom
26896	375519	375519	GJB7	Gene
26897	GO:0032213	GO:0032213	regulation of telomere maintenance via semi-conservative replication	Biological Process
26898	1464	1464	CSPG4	Gene
26899	9203	9203	ZMYM3	Gene
26900	ORPHA:1190	ORPHA:1190	Atelosteogenesis type I	Disease
26901	ORPHA:1642	ORPHA:1642	Distal monosomy 9p	Disease
26902	79840	79840	NHEJ1	Gene
26903	GO:0005006	GO:0005006	epidermal growth factor-activated receptor activity	Molecular Function
26904	GO:0051984	GO:0051984	positive regulation of chromosome segregation	Biological Process
26905	GO:0003383	GO:0003383	apical constriction	Biological Process
26906	GO:0004529	GO:0004529	exodeoxyribonuclease activity	Molecular Function
26907	HP:0000807	HP:0000807	Glandular hypospadias	Symptom
26908	65266	65266	WNK4	Gene
26909	7205	7205	TRIP6	Gene
26910	GO:0004908	GO:0004908	interleukin-1 receptor activity	Molecular Function
26911	221303	221303	FAM162B	Gene
26912	GO:0043276	GO:0043276	anoikis	Biological Process
26913	C0948023	C0948023	Urine phosphate increased	Side Effect
26914	64764	64764	CREB3L2	Gene
26915	GO:0048211	GO:0048211	Golgi vesicle docking	Biological Process
26916	GO:0060124	GO:0060124	positive regulation of growth hormone secretion	Biological Process
26917	91408	91408	BTF3L4	Gene
26918	3487	3487	IGFBP4	Gene
26919	11218	11218	DDX20	Gene
26920	54502	54502	RBM47	Gene
26921	117584	117584	RFFL	Gene
26922	HP:0007281	HP:0007281	Developmental stagnation	Symptom
26923	C0345907	C0345907	Hepatic angiosarcoma	Side Effect
26924	HP:0002088	HP:0002088	Abnormality of lung morphology	Symptom
26925	105375105	105375105	LOC105375105	Gene
26926	GO:0045643	GO:0045643	regulation of eosinophil differentiation	Biological Process
26927	8495	8495	PPFIBP2	Gene
26928	GO:1903846	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	Biological Process
26929	138802	138802	OR13C8	Gene
26930	GO:0045340	GO:0045340	mercury ion binding	Molecular Function
26931	C1696946	C1696946	Polyomavirus-associated nephropathy	Side Effect
26932	GO:0036338	GO:0036338	viral membrane	Cellular Component
26933	254042	254042	METAP1D	Gene
26934	C1321523	C1321523	Wandering pacemaker	Side Effect
26935	GO:1900110	GO:1900110	negative regulation of histone H3-K9 dimethylation	Biological Process
26936	399697	399697	CTXN2	Gene
26937	DB00469	DB00469	Tenoxicam	Compound
26938	D000788	D000788	Angina Pectoris, Variant	Symptom
26939	GO:0039656	GO:0039656	modulation by virus of host gene expression	Biological Process
26940	GO:0008275	GO:0008275	gamma-tubulin small complex	Cellular Component
26941	HP:0000202	HP:0000202	Oral cleft	Symptom
26942	PC7_5048	PC7_5048	Lysosphingolipid and LPA receptors	Pathway
26943	ORPHA:289266	ORPHA:289266	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	Disease
26944	23636	23636	NUP62	Gene
26945	58531	58531	PRM3	Gene
26946	HP:0006568	HP:0006568	Increased hepatic glycogen content	Symptom
26947	GO:0030216	GO:0030216	keratinocyte differentiation	Biological Process
26948	GO:0010944	GO:0010944	negative regulation of transcription by competitive promoter binding	Biological Process
26949	5643	5643	PRSM2	Gene
26950	ORPHA:369861	ORPHA:369861	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	Disease
26951	GO:1902824	GO:1902824	positive regulation of late endosome to lysosome transport	Biological Process
26952	C0041825	C0041825	Tympanic membrane disorder	Side Effect
26953	GO:0008142	GO:0008142	oxysterol binding	Molecular Function
26954	DB01411	DB01411	Pranlukast	Compound
26955	90956	90956	ADCK2	Gene
26956	GO:0071542	GO:0071542	dopaminergic neuron differentiation	Biological Process
26957	4994	4994	OR3A1	Gene
26958	ORPHA:1010	ORPHA:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	Disease
26959	ORPHA:53689	ORPHA:53689	Congenital chloride diarrhea	Disease
26960	GO:0000354	GO:0000354	cis assembly of pre-catalytic spliceosome	Biological Process
26961	254973	254973	OR1L4	Gene
26962	N0000181815	N0000181815	Sphingosine 1-Phosphate Receptor Modulators	Pharmacologic Class
26963	ORPHA:2524	ORPHA:2524	Pontocerebellar hypoplasia type 2	Disease
26964	79000	79000	AUNIP	Gene
26965	HP:0004446	HP:0004446	Stomatocytosis	Symptom
26966	UBERON:0001008	UBERON:0001008	renal system	Anatomy
26967	ORPHA:199276	ORPHA:199276	Familial multiple lipomatosis	Disease
26968	6285	6285	S100B	Gene
26969	9920	9920	KBTBD11	Gene
26970	GO:0043491	GO:0043491	protein kinase B signaling	Biological Process
26971	GO:1902590	GO:1902590	multi-organism organelle organization	Biological Process
26972	337960	337960	KRTAP13-3	Gene
26973	GO:0000307	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	Cellular Component
26974	GO:1901890	GO:1901890	positive regulation of cell junction assembly	Biological Process
26975	23440	23440	OTP	Gene
26976	57107	57107	PDSS2	Gene
26977	402269	402269	LOC402269	Gene
